,codes,name,links,coord,label,timezone,id,administrative_regions,insee,lat,lon,lat_city,lon_city,city
18,"[{'type': 'source', 'value': '87611434'}, {'type': 'uic', 'value': '87611434'}]",Lacourtensourt,[],"{'lat': '43.663842', 'lon': '1.41409'}",Lacourtensourt (Toulouse),Europe/Paris,stop_area:SNCF:87611434,"[{'insee': '31555', 'name': 'Toulouse', 'level': 8, 'coord': {'lat': '43.6044622', 'lon': '1.4442469'}, 'label': 'Toulouse (31000-31500)', 'id': 'admin:fr:31555', 'zip_code': '31000;31500'}]",31555,43.663842,1.41409,43.6044622,1.4442469,Toulouse
19,"[{'type': 'source', 'value': '87592733'}, {'type': 'uic', 'value': '87592733'}]",Lafarge,[],"{'lat': '45.633878', 'lon': '1.130908'}",Lafarge (Saint-Hilaire-les-Places),Europe/Paris,stop_area:SNCF:87592733,"[{'insee': '87150', 'name': 'Saint-Hilaire-les-Places', 'level': 8, 'coord': {'lat': '45.6450393', 'lon': '1.1588513'}, 'label': 'Saint-Hilaire-les-Places (87800)', 'id': 'admin:fr:87150', 'zip_code': '87800'}]",87150,45.633878,1.130908,45.6450393,1.1588513,Saint-Hilaire-les-Places
20,"[{'type': 'source', 'value': '87338137'}, {'type': 'uic', 'value': '87338137'}]",Laferté-sur-Aube,[],"{'lat': '48.09864', 'lon': '4.78372'}",Laferté-sur-Aube (Laferté-sur-Aube),Europe/Paris,stop_area:SNCF:87338137,"[{'insee': '52258', 'name': 'Laferté-sur-Aube', 'level': 8, 'coord': {'lat': '48.0974797', 'lon': '4.7825937'}, 'label': 'Laferté-sur-Aube (52120)', 'id': 'admin:fr:52258', 'zip_code': '52120'}]",52258,48.09864,4.78372,48.0974797,4.7825937,Laferté-sur-Aube
21,"[{'type': 'source', 'value': '87116319'}, {'type': 'uic', 'value': '87116319'}]",Lagny - Thorigny,[],"{'lat': '48.881821', 'lon': '2.704274'}",Lagny - Thorigny (Thorigny-sur-Marne),Europe/Paris,stop_area:SNCF:87116319,"[{'insee': '77464', 'name': 'Thorigny-sur-Marne', 'level': 8, 'coord': {'lat': '48.8841856', 'lon': '2.7115737'}, 'label': 'Thorigny-sur-Marne (77400)', 'id': 'admin:fr:77464', 'zip_code': '77400'}]",77464,48.881821,2.704274,48.8841856,2.7115737,Thorigny-sur-Marne
22,"[{'type': 'source', 'value': '87432955'}, {'type': 'uic', 'value': '87432955'}]",Lagny Thorigny Noctilien,[],"{'lat': '48.881943', 'lon': '2.704998'}",Lagny Thorigny Noctilien (Thorigny-sur-Marne),Europe/Paris,stop_area:SNCF:87432955,"[{'insee': '77464', 'name': 'Thorigny-sur-Marne', 'level': 8, 'coord': {'lat': '48.8841856', 'lon': '2.7115737'}, 'label': 'Thorigny-sur-Marne (77400)', 'id': 'admin:fr:77464', 'zip_code': '77400'}]",77464,48.881943,2.704998,48.8841856,2.7115737,Thorigny-sur-Marne
23,"[{'type': 'source', 'value': '87613471'}, {'type': 'uic', 'value': '87613471'}]",Laguépie,[],"{'lat': '44.145485', 'lon': '1.968591'}",Laguépie (Laguépie),Europe/Paris,stop_area:SNCF:87613471,"[{'insee': '82088', 'name': 'Laguépie', 'level': 8, 'coord': {'lat': '44.1452778', 'lon': '1.9705556'}, 'label': 'Laguépie (82250)', 'id': 'admin:fr:82088', 'zip_code': '82250'}]",82088,44.145485,1.968591,44.1452778,1.9705556,Laguépie
24,"[{'type': 'source', 'value': '87177378'}, {'type': 'uic', 'value': '87177378'}]",Laguian-Mazous,[],"{'lat': '43.413325', 'lon': '0.257125'}",Laguian-Mazous (Laguian-Mazous),Europe/Paris,stop_area:SNCF:87177378,"[{'insee': '32181', 'name': 'Laguian-Mazous', 'level': 8, 'coord': {'lat': '43.4208333', 'lon': '0.2588889'}, 'label': 'Laguian-Mazous (32170)', 'id': 'admin:fr:32181', 'zip_code': '32170'}]",32181,43.413325,0.257125,43.4208333,0.2588889,Laguian-Mazous
0,"[{'type': 'source', 'value': '80143198'}, {'type': 'uic', 'value': '80143198'}]",Lahr (Schwarzw),[],"{'lat': '48.3406', 'lon': '7.8353'}",Lahr (Schwarzw) (Lahr/Schwarzwald),Europe/Paris,stop_area:SNCF:80143198,"[{'insee': '', 'name': 'Lahr/Schwarzwald', 'level': 8, 'coord': {'lat': '48.33551083760668', 'lon': '7.874234538588353'}, 'label': 'Lahr/Schwarzwald', 'id': 'admin:osm:relation:453002', 'zip_code': ''}]",,48.3406,7.8353,48.33551083760668,7.874234538588353,Lahr/Schwarzwald
1,"[{'type': 'source', 'value': '87172072'}, {'type': 'uic', 'value': '87172072'}]",Laifour,[],"{'lat': '49.911256', 'lon': '4.692348'}",Laifour (Laifour),Europe/Paris,stop_area:SNCF:87172072,"[{'insee': '08242', 'name': 'Laifour', 'level': 8, 'coord': {'lat': '49.91235', 'lon': '4.691689999999999'}, 'label': 'Laifour (08800)', 'id': 'admin:fr:08242', 'zip_code': '08800'}]",08242,49.911256,4.692348,49.91235,4.691689999999999,Laifour
2,"[{'type': 'source', 'value': '87396556'}, {'type': 'uic', 'value': '87396556'}]",Laigné - Saint-Gervais,[],"{'lat': '47.874051', 'lon': '0.217125'}",Laigné - Saint-Gervais (Saint-Gervais-en-Belin),Europe/Paris,stop_area:SNCF:87396556,"[{'insee': '72287', 'name': 'Saint-Gervais-en-Belin', 'level': 8, 'coord': {'lat': '47.8767158', 'lon': '0.2177979'}, 'label': 'Saint-Gervais-en-Belin (72220)', 'id': 'admin:fr:72287', 'zip_code': '72220'}]",72287,47.874051,0.217125,47.8767158,0.2177979,Saint-Gervais-en-Belin
3,"[{'type': 'source', 'value': '87276204'}, {'type': 'uic', 'value': '87276204'}]",Laigneville,[],"{'lat': '49.29291', 'lon': '2.449251'}",Laigneville (Laigneville),Europe/Paris,stop_area:SNCF:87276204,"[{'insee': '60342', 'name': 'Laigneville', 'level': 8, 'coord': {'lat': '49.2956967', 'lon': '2.4447527'}, 'label': 'Laigneville (60290)', 'id': 'admin:fr:60342', 'zip_code': '60290'}]",60342,49.29291,2.449251,49.2956967,2.4447527,Laigneville
4,"[{'type': 'source', 'value': '87471144'}, {'type': 'uic', 'value': '87471144'}]",Laillé,[],"{'lat': '47.971069', 'lon': '-1.749252'}",Laillé (Guichen),Europe/Paris,stop_area:SNCF:87471144,"[{'insee': '35126', 'name': 'Guichen', 'level': 8, 'coord': {'lat': '47.96592709999999', 'lon': '-1.7970987'}, 'label': 'Guichen (35580)', 'id': 'admin:fr:35126', 'zip_code': '35580'}]",35126,47.971069,-1.749252,47.96592709999999,-1.7970987,Guichen
5,"[{'type': 'source', 'value': '87450874'}, {'type': 'uic', 'value': '87450874'}]",Laissac Grèze,[],"{'lat': '44.367687', 'lon': '2.851695'}",Laissac Grèze (Laissac-Sévérac l'Église),Europe/Paris,stop_area:SNCF:87450874,"[{'insee': '12120', 'name': ""Laissac-Sévérac l'Église"", 'level': 8, 'coord': {'lat': '44.3809557', 'lon': '2.8244663'}, 'label': ""Laissac-Sévérac l'Église (12310)"", 'id': 'admin:fr:12120', 'zip_code': '12310'}]",12120,44.367687,2.851695,44.3809557,2.8244663,Laissac-Sévérac l'Église
6,"[{'type': 'source', 'value': '87177170'}, {'type': 'uic', 'value': '87177170'}]",Laissac Place du Foiral,[],"{'lat': '44.382444', 'lon': '2.821614'}",Laissac Place du Foiral (Laissac-Sévérac l'Église),Europe/Paris,stop_area:SNCF:87177170,"[{'insee': '12120', 'name': ""Laissac-Sévérac l'Église"", 'level': 8, 'coord': {'lat': '44.3809557', 'lon': '2.8244663'}, 'label': ""Laissac-Sévérac l'Église (12310)"", 'id': 'admin:fr:12120', 'zip_code': '12310'}]",12120,44.382444,2.821614,44.3809557,2.8244663,Laissac-Sévérac l'Église
7,"[{'type': 'source', 'value': '87718437'}, {'type': 'uic', 'value': '87718437'}]",Laissey,[],"{'lat': '47.298874', 'lon': '6.233615'}",Laissey (Laissey),Europe/Paris,stop_area:SNCF:87718437,"[{'insee': '25323', 'name': 'Laissey', 'level': 8, 'coord': {'lat': '47.2974117', 'lon': '6.232235699999999'}, 'label': 'Laissey (25820)', 'id': 'admin:fr:25323', 'zip_code': '25820'}]",25323,47.298874,6.233615,47.2974117,6.232235699999999,Laissey
8,"[{'type': 'source', 'value': '87613323'}, {'type': 'uic', 'value': '87613323'}]",Lalbenque - Fontanes,[],"{'lat': '44.333656', 'lon': '1.511578'}",Lalbenque - Fontanes (Fontanes),Europe/Paris,stop_area:SNCF:87613323,"[{'insee': '46109', 'name': 'Fontanes', 'level': 8, 'coord': {'lat': '44.310561', 'lon': '1.4965305'}, 'label': 'Fontanes (46230)', 'id': 'admin:fr:46109', 'zip_code': '46230'}]",46109,44.333656,1.511578,44.310561,1.4965305,Fontanes
9,"[{'type': 'source', 'value': '87584441'}, {'type': 'uic', 'value': '87584441'}]",Lalinde,[],"{'lat': '44.839602', 'lon': '0.742806'}",Lalinde (Lalinde),Europe/Paris,stop_area:SNCF:87584441,"[{'insee': '24223', 'name': 'Lalinde', 'level': 8, 'coord': {'lat': '44.8371855', 'lon': '0.7387986'}, 'label': 'Lalinde (24150)', 'id': 'admin:fr:24223', 'zip_code': '24150'}]",24223,44.839602,0.742806,44.8371855,0.7387986,Lalinde
10,"[{'type': 'source', 'value': '87611855'}, {'type': 'uic', 'value': '87611855'}]",Lamagistère,[],"{'lat': '44.126777', 'lon': '0.825357'}",Lamagistère (Lamagistère),Europe/Paris,stop_area:SNCF:87611855,"[{'insee': '82089', 'name': 'Lamagistère', 'level': 8, 'coord': {'lat': '44.1258333', 'lon': '0.8244444'}, 'label': 'Lamagistère (82360)', 'id': 'admin:fr:82089', 'zip_code': '82360'}]",82089,44.126777,0.825357,44.1258333,0.8244444,Lamagistère
11,"[{'type': 'source', 'value': '87753731'}, {'type': 'uic', 'value': '87753731'}]",Lamanon,[],"{'lat': '43.700033', 'lon': '5.091369'}",Lamanon (Lamanon),Europe/Paris,stop_area:SNCF:87753731,"[{'insee': '13049', 'name': 'Lamanon', 'level': 8, 'coord': {'lat': '43.70158869999999', 'lon': '5.086475399999999'}, 'label': 'Lamanon (13113)', 'id': 'admin:fr:13049', 'zip_code': '13113'}]",13049,43.700033,5.091369,43.70158869999999,5.086475399999999,Lamanon
12,"[{'type': 'source', 'value': '87144303'}, {'type': 'uic', 'value': '87144303'}]",Lamarche,[],"{'lat': '48.09013', 'lon': '5.760439'}",Lamarche (Lamarche),Europe/Paris,stop_area:SNCF:87144303,"[{'insee': '88258', 'name': 'Lamarche', 'level': 8, 'coord': {'lat': '48.0688', 'lon': '5.7822'}, 'label': 'Lamarche (88320)', 'id': 'admin:fr:88258', 'zip_code': '88320'}]",88258,48.09013,5.760439,48.0688,5.7822,Lamarche
13,"[{'type': 'source', 'value': '87700997'}, {'type': 'uic', 'value': '87700997'}]",Lamarche Centre,[],"{'lat': '48.070778', 'lon': '5.782199'}",Lamarche Centre (Lamarche),Europe/Paris,stop_area:SNCF:87700997,"[{'insee': '88258', 'name': 'Lamarche', 'level': 8, 'coord': {'lat': '48.0688', 'lon': '5.7822'}, 'label': 'Lamarche (88320)', 'id': 'admin:fr:88258', 'zip_code': '88320'}]",88258,48.070778,5.782199,48.0688,5.7822,Lamarche
14,"[{'type': 'source', 'value': '87473108'}, {'type': 'uic', 'value': '87473108'}]",Lamballe,[],"{'lat': '48.46606', 'lon': '-2.511546'}",Lamballe (Lamballe-Armor),Europe/Paris,stop_area:SNCF:87473108,"[{'insee': '22093', 'name': 'Lamballe-Armor', 'level': 8, 'coord': {'lat': '48.4688058', 'lon': '-2.5174411'}, 'label': 'Lamballe-Armor (22400)', 'id': 'admin:fr:22093', 'zip_code': '22400'}]",22093,48.46606,-2.511546,48.4688058,-2.5174411,Lamballe-Armor
15,"[{'type': 'source', 'value': '87584243'}, {'type': 'uic', 'value': '87584243'}]",Lamonzie-Saint-Martin,[],"{'lat': '44.843408', 'lon': '0.380259'}",Lamonzie-Saint-Martin (Lamonzie-Saint-Martin),Europe/Paris,stop_area:SNCF:87584243,"[{'insee': '24225', 'name': 'Lamonzie-Saint-Martin', 'level': 8, 'coord': {'lat': '44.8433333', 'lon': '0.3847222'}, 'label': 'Lamonzie-Saint-Martin (24680)', 'id': 'admin:fr:24225', 'zip_code': '24680'}]",24225,44.843408,0.380259,44.8433333,0.3847222,Lamonzie-Saint-Martin
16,"[{'type': 'source', 'value': '87582882'}, {'type': 'uic', 'value': '87582882'}]",Lamothe-Landerron,[],"{'lat': '44.562907', 'lon': '0.045201'}",Lamothe-Landerron (Lamothe-Landerron),Europe/Paris,stop_area:SNCF:87582882,"[{'insee': '33221', 'name': 'Lamothe-Landerron', 'level': 8, 'coord': {'lat': '44.55737', 'lon': '0.06059'}, 'label': 'Lamothe-Landerron (33190)', 'id': 'admin:fr:33221', 'zip_code': '33190'}]",33221,44.562907,0.045201,44.55737,0.06059,Lamothe-Landerron
17,"[{'type': 'source', 'value': '87584151'}, {'type': 'uic', 'value': '87584151'}]",Lamothe-Montravel,[],"{'lat': '44.853701', 'lon': '0.021556'}",Lamothe-Montravel (Lamothe-Montravel),Europe/Paris,stop_area:SNCF:87584151,"[{'insee': '24226', 'name': 'Lamothe-Montravel', 'level': 8, 'coord': {'lat': '44.8503948', 'lon': '0.0250918'}, 'label': 'Lamothe-Montravel (24230)', 'id': 'admin:fr:24226', 'zip_code': '24230'}]",24226,44.853701,0.021556,44.8503948,0.0250918,Lamothe-Montravel
18,"[{'type': 'source', 'value': '87543140'}, {'type': 'uic', 'value': '87543140'}]",Lamotte-Beuvron,[],"{'lat': '47.59411', 'lon': '2.022077'}",Lamotte-Beuvron (Lamotte-Beuvron),Europe/Paris,stop_area:SNCF:87543140,"[{'insee': '41106', 'name': 'Lamotte-Beuvron', 'level': 8, 'coord': {'lat': '47.6052963', 'lon': '2.0267353'}, 'label': 'Lamotte-Beuvron (41600)', 'id': 'admin:fr:41106', 'zip_code': '41600'}]",41106,47.59411,2.022077,47.6052963,2.0267353,Lamotte-Beuvron
19,"[{'type': 'source', 'value': '87721860'}, {'type': 'uic', 'value': '87721860'}]",Lamure-sur-Azergues,[],"{'lat': '46.06111', 'lon': '4.492121'}",Lamure-sur-Azergues (Lamure-sur-Azergues),Europe/Paris,stop_area:SNCF:87721860,"[{'insee': '69107', 'name': 'Lamure-sur-Azergues', 'level': 8, 'coord': {'lat': '46.0615827', 'lon': '4.4932835'}, 'label': 'Lamure-sur-Azergues (69870)', 'id': 'admin:fr:69107', 'zip_code': '69870'}]",69107,46.06111,4.492121,46.0615827,4.4932835,Lamure-sur-Azergues
20,"[{'type': 'source', 'value': '87484576'}, {'type': 'uic', 'value': '87484576'}]",Lamure-sur-Azergues Collège,[],"{'lat': '46.0521', 'lon': '4.492917'}",Lamure-sur-Azergues Collège (Lamure-sur-Azergues),Europe/Paris,stop_area:SNCF:87484576,"[{'insee': '69107', 'name': 'Lamure-sur-Azergues', 'level': 8, 'coord': {'lat': '46.0615827', 'lon': '4.4932835'}, 'label': 'Lamure-sur-Azergues (69870)', 'id': 'admin:fr:69107', 'zip_code': '69870'}]",69107,46.0521,4.492917,46.0615827,4.4932835,Lamure-sur-Azergues
21,"[{'type': 'source', 'value': '87473850'}, {'type': 'uic', 'value': '87473850'}]",Lancerf,[],"{'lat': '48.761875', 'lon': '-3.117832'}",Lancerf (Plourivo),Europe/Paris,stop_area:SNCF:87473850,"[{'insee': '22233', 'name': 'Plourivo', 'level': 8, 'coord': {'lat': '48.745214', 'lon': '-3.071711'}, 'label': 'Plourivo (22860)', 'id': 'admin:fr:22233', 'zip_code': '22860'}]",22233,48.761875,-3.117832,48.745214,-3.071711,Plourivo
22,"[{'type': 'source', 'value': '87417501'}, {'type': 'uic', 'value': '87417501'}]",Lancey,[],"{'lat': '45.234497', 'lon': '5.880963'}",Lancey (Villard-Bonnot),Europe/Paris,stop_area:SNCF:87417501,"[{'insee': '38547', 'name': 'Villard-Bonnot', 'level': 8, 'coord': {'lat': '45.2384678', 'lon': '5.888210099999999'}, 'label': 'Villard-Bonnot (38190)', 'id': 'admin:fr:38547', 'zip_code': '38190'}]",38547,45.234497,5.880963,45.2384678,5.888210099999999,Villard-Bonnot
23,"[{'type': 'source', 'value': '85171421'}, {'type': 'uic', 'value': '85171421'}]",Lancy-Bachet,[],"{'lat': '46.174333', 'lon': '6.129372'}",Lancy-Bachet (Lancy),Europe/Paris,stop_area:SNCF:85171421,"[{'insee': '', 'name': 'Lancy', 'level': 8, 'coord': {'lat': '46.1839156', 'lon': '6.1224047'}, 'label': 'Lancy', 'id': 'admin:osm:relation:1685502', 'zip_code': ''}]",,46.174333,6.129372,46.1839156,6.1224047,Lancy
24,"[{'type': 'source', 'value': '85161554'}, {'type': 'uic', 'value': '85161554'}]",Lancy-Pont-Rouge,[],"{'lat': '46.188897', 'lon': '6.125333'}",Lancy-Pont-Rouge (Lancy),Europe/Paris,stop_area:SNCF:85161554,"[{'insee': '', 'name': 'Lancy', 'level': 8, 'coord': {'lat': '46.1839156', 'lon': '6.1224047'}, 'label': 'Lancy', 'id': 'admin:osm:relation:1685502', 'zip_code': ''}]",,46.188897,6.125333,46.1839156,6.1224047,Lancy
0,"[{'type': 'source', 'value': '87286575'}, {'type': 'uic', 'value': '87286575'}]",Landas,[],"{'lat': '50.46879', 'lon': '3.290617'}",Landas (Landas),Europe/Paris,stop_area:SNCF:87286575,"[{'insee': '59330', 'name': 'Landas', 'level': 8, 'coord': {'lat': '50.4736099', 'lon': '3.301344'}, 'label': 'Landas (59310)', 'id': 'admin:fr:59330', 'zip_code': '59310'}]",59330,50.46879,3.290617,50.4736099,3.301344,Landas
1,"[{'type': 'source', 'value': '80194266'}, {'type': 'uic', 'value': '80194266'}]",Landau (Pfalz) Hbf,[],"{'lat': '49.1982', 'lon': '8.125999999999999'}",Landau (Pfalz) Hbf (Landau in der Pfalz),Europe/Paris,stop_area:SNCF:80194266,"[{'insee': '', 'name': 'Landau in der Pfalz', 'level': 8, 'coord': {'lat': '49.1982825', 'lon': '8.1123441'}, 'label': 'Landau in der Pfalz', 'id': 'admin:osm:relation:62391', 'zip_code': ''}]",,49.1982,8.125999999999999,49.1982825,8.1123441,Landau in der Pfalz
2,"[{'type': 'source', 'value': '87476226'}, {'type': 'uic', 'value': '87476226'}]",Landaul - Mendon,[],"{'lat': '47.735988', 'lon': '-3.086017'}",Landaul - Mendon (Landaul),Europe/Paris,stop_area:SNCF:87476226,"[{'insee': '56096', 'name': 'Landaul', 'level': 8, 'coord': {'lat': '47.7483013', 'lon': '-3.0756369'}, 'label': 'Landaul (56690)', 'id': 'admin:fr:56096', 'zip_code': '56690'}]",56096,47.735988,-3.086017,47.7483013,-3.0756369,Landaul
3,"[{'type': 'source', 'value': '87473264'}, {'type': 'uic', 'value': '87473264'}]",Landébia,[],"{'lat': '48.507421', 'lon': '-2.331372'}",Landébia (Landébia),Europe/Paris,stop_area:SNCF:87473264,"[{'insee': '22096', 'name': 'Landébia', 'level': 8, 'coord': {'lat': '48.513966', 'lon': '-2.336892'}, 'label': 'Landébia (22130)', 'id': 'admin:fr:22096', 'zip_code': '22130'}]",22096,48.507421,-2.331372,48.513966,-2.336892,Landébia
4,"[{'type': 'source', 'value': '87474239'}, {'type': 'uic', 'value': '87474239'}]",Landerneau,[],"{'lat': '48.453572', 'lon': '-4.256528'}",Landerneau (Landerneau),Europe/Paris,stop_area:SNCF:87474239,"[{'insee': '29103', 'name': 'Landerneau', 'level': 8, 'coord': {'lat': '48.4514803', 'lon': '-4.2557901'}, 'label': 'Landerneau (29800)', 'id': 'admin:fr:29103', 'zip_code': '29800'}]",29103,48.453572,-4.256528,48.4514803,-4.2557901,Landerneau
5,"[{'type': 'source', 'value': '87476234'}, {'type': 'uic', 'value': '87476234'}]",Landévant,[],"{'lat': '47.759578', 'lon': '-3.125131'}",Landévant (Landévant),Europe/Paris,stop_area:SNCF:87476234,"[{'insee': '56097', 'name': 'Landévant', 'level': 8, 'coord': {'lat': '47.76361869999999', 'lon': '-3.1194205'}, 'label': 'Landévant (56690)', 'id': 'admin:fr:56097', 'zip_code': '56690'}]",56097,47.759578,-3.125131,47.76361869999999,-3.1194205,Landévant
6,"[{'type': 'source', 'value': '87110171'}, {'type': 'uic', 'value': '87110171'}]",Landeyrat,[],"{'lat': '45.279815', 'lon': '2.869594'}",Landeyrat (Landeyrat),Europe/Paris,stop_area:SNCF:87110171,"[{'insee': '15091', 'name': 'Landeyrat', 'level': 8, 'coord': {'lat': '45.27450289999999', 'lon': '2.8633193'}, 'label': 'Landeyrat (15160)', 'id': 'admin:fr:15091', 'zip_code': '15160'}]",15091,45.279815,2.869594,45.27450289999999,2.8633193,Landeyrat
7,"[{'type': 'source', 'value': '87474270'}, {'type': 'uic', 'value': '87474270'}]",Landivisiau,[],"{'lat': '48.496002', 'lon': '-4.082181'}",Landivisiau (Landivisiau),Europe/Paris,stop_area:SNCF:87474270,"[{'insee': '29105', 'name': 'Landivisiau', 'level': 8, 'coord': {'lat': '48.5127551', 'lon': '-4.0699356'}, 'label': 'Landivisiau (29400)', 'id': 'admin:fr:29105', 'zip_code': '29400'}]",29105,48.496002,-4.082181,48.5127551,-4.0699356,Landivisiau
8,"[{'type': 'source', 'value': '87295642'}, {'type': 'uic', 'value': '87295642'}]",Landrecies,[],"{'lat': '50.128148', 'lon': '3.682571'}",Landrecies (Landrecies),Europe/Paris,stop_area:SNCF:87295642,"[{'insee': '59331', 'name': 'Landrecies', 'level': 8, 'coord': {'lat': '50.1250142', 'lon': '3.6913023'}, 'label': 'Landrecies (59550)', 'id': 'admin:fr:59331', 'zip_code': '59550'}]",59331,50.128148,3.682571,50.1250142,3.6913023,Landrecies
9,"[{'type': 'source', 'value': '87741777'}, {'type': 'uic', 'value': '87741777'}]",Landry,[],"{'lat': '45.574213', 'lon': '6.733849'}",Landry (Landry),Europe/Paris,stop_area:SNCF:87741777,"[{'insee': '73142', 'name': 'Landry', 'level': 8, 'coord': {'lat': '45.57', 'lon': '6.73991'}, 'label': 'Landry (73210)', 'id': 'admin:fr:73142', 'zip_code': '73210'}]",73142,45.574213,6.733849,45.57,6.73991,Landry
10,"[{'type': 'source', 'value': '87141093'}, {'type': 'uic', 'value': '87141093'}]",Laneuveville-devant-Nancy,[],"{'lat': '48.65568', 'lon': '6.227977'}",Laneuveville-devant-Nancy (Laneuveville-devant-Nancy),Europe/Paris,stop_area:SNCF:87141093,"[{'insee': '54300', 'name': 'Laneuveville-devant-Nancy', 'level': 8, 'coord': {'lat': '48.656251', 'lon': '6.2314017'}, 'label': 'Laneuveville-devant-Nancy (54410)', 'id': 'admin:fr:54300', 'zip_code': '54410'}]",54300,48.65568,6.227977,48.656251,6.2314017,Laneuveville-devant-Nancy
11,"[{'type': 'source', 'value': '87734319'}, {'type': 'uic', 'value': '87734319'}]",Langeac,[],"{'lat': '45.101252', 'lon': '3.490605'}",Langeac (Langeac),Europe/Paris,stop_area:SNCF:87734319,"[{'insee': '43112', 'name': 'Langeac', 'level': 8, 'coord': {'lat': '45.1001248', 'lon': '3.4941798'}, 'label': 'Langeac (43300)', 'id': 'admin:fr:43112', 'zip_code': '43300'}]",43112,45.101252,3.490605,45.1001248,3.4941798,Langeac
12,"[{'type': 'source', 'value': '87407981'}, {'type': 'uic', 'value': '87407981'}]",Langeac le Treuil,[],"{'lat': '45.108772', 'lon': '3.521472'}",Langeac le Treuil (Mazeyrat-d'Allier),Europe/Paris,stop_area:SNCF:87407981,"[{'insee': '43132', 'name': ""Mazeyrat-d'Allier"", 'level': 8, 'coord': {'lat': '45.121818', 'lon': '3.5297574'}, 'label': ""Mazeyrat-d'Allier (43300)"", 'id': 'admin:fr:43132', 'zip_code': '43300'}]",43132,45.108772,3.521472,45.121818,3.5297574,Mazeyrat-d'Allier
